MSETrain MSETest
203	.09291500	.32075893
233	.09092466	.26368226
239	.08888346	.20532413
201	.09209620	.25475353
211	.09207800	.34484893
207	.09118620	.23932413
209	.09204266	.30455040
223	.09067506	.24458426
222	.09161140	.21657860
248	.09104940	.25481860
236	.09157580	.23146433
228	.09049113	.20572073
226	.09053833	.25872966
250	.09035560	.20140446
249	.09041660	.31861813
230	.09081253	.20566440
218	.09043966	.32484480
245	.09062193	.27558460
217	.09175866	.20860980
227	.09025313	.27365580
246	.09053226	.20337506
208	.09188360	.29351420
221	.09084513	.20428700
232	.09125773	.28317520
204	.09217180	.24325333
240	.09051880	.20378046
235	.09096740	.23940280
219	.09153326	.25022620
206	.09216946	.27487686
231	.09007660	.24414313
225	.09199180	.24095733
234	.09121986	.28345806
244	.09026886	.28282440
247	.09030926	.31009793
238	.09107006	.32127693
243	.09061833	.20534066
241	.09029680	.34024500
237	.09110473	.28404953
242	.08998453	.36364000
210	.09157133	.24585893
276	.08966980	.28700293
253	.09021146	.23394453
258	.08998940	.24470766
266	.08837853	.22119326
265	.09093880	.28251300
252	.08958486	.32343560
264	.08899886	.24183153
254	.09114260	.27919480
295	.08929973	.44094100
282	.08847740	.20631533
273	.08848633	.20621040
251	.09108700	.22245546
257	.08973360	.31642693
262	.09011020	.26839646
269	.08965833	.32900180
274	.08880966	.32923466
275	.08894933	.22961653
292	.08841693	.29787186
270	.08945680	.35630373
271	.08731740	.32336893
272	.09061033	.36043206
260	.08837786	.27824760
281	.09097640	.31209540
267	.08947386	.25967953
290	.08950560	.28579473
283	.08910366	.24508520
299	.08911200	.28480220
261	.09028773	.35518006
263	.08974760	.20493293
279	.08971746	.29169786
255	.09041353	.29905920
256	.09053473	.24342120
285	.08880846	.24454800
259	.09014686	.29781186
280	.08930653	.28319513
268	.09057066	.24344766
286	.08868386	.28207693
278	.08900846	.35265086
277	.08907026	.28208320
289	.09071033	.38540680
291	.08905080	.24587266
300	.08822400	.24417253
298	.08835880	.22637900
294	.08898020	.29088920
287	.08751326	.24494393
284	.08871406	.24332993
296	.08922780	.24496326
297	.08870380	.36073540
288	.08936853	.30531460
293	.08921093	.23225253
328	.08726140	.24264006
334	.08686460	.20572220
325	.08779160	.27984286
308	.08890333	.26504213
314	.08953860	.28461640
341	.08842186	.27865133
305	.08974620	.24853120
320	.08807620	.30106326
315	.08893126	.40962280
312	.08749066	.28422746
301	.08864333	.31903326
303	.08810420	.28231300
321	.08820540	.24663140
324	.08806146	.26005066
340	.08818000	.29490653
329	.08864553	.34153440
307	.08788380	.22982193
302	.08847780	.27407226
304	.08821033	.20357286
313	.08775833	.28314233
310	.08851233	.26530980
336	.08940973	.28241573
311	.08957726	.24763660
319	.08920466	.27937673
316	.08928400	.20572313
327	.08804013	.25231093
345	.08720680	.24493060
331	.08883946	.28190300
342	.08790906	.27145766
306	.08858066	.24548366
309	.08913813	.24925653
318	.08842400	.30281313
333	.08833233	.31017086
330	.08952860	.25462366
326	.08895813	.31896200
317	.08692806	.28039373
323	.08943540	.28411040
338	.08838233	.22298180
322	.08736586	.30375526
343	.08775753	.28394346
346	.08724180	.25198426
332	.08834273	.29316033
337	.08780293	.21492400
339	.08758080	.23257626
349	.08761360	.20820566
350	.08709473	.24104820
348	.08827793	.24201513
335	.08791606	.29786440
347	.08994013	.28221220
344	.08865680	.25391473
355	.08820360	.32399780
376	.08746340	.29720413
356	.08774333	.28188586
378	.08813706	.29304573
351	.08774393	.20570753
366	.08714273	.28049466
381	.08672433	.28104080
363	.08683373	.29790853
375	.08799886	.27204100
397	.08771680	.45860560
361	.08705626	.21080680
354	.08770633	.26582200
396	.08671586	.24742666
380	.08762313	.28345220
383	.08628526	.28340200
358	.08869293	.26484166
390	.08710180	.29352620
372	.08917093	.28419020
353	.08826706	.27922746
352	.08816526	.28407253
392	.08656626	.28958113
371	.08799500	.24633106
388	.08683786	.24496220
382	.08687813	.35187586
391	.08707933	.27825653
368	.08704033	.26763806
399	.08652026	.24275720
384	.08774640	.30244040
393	.08825020	.39830566
373	.08841920	.38761113
400	.08698686	.20491033
377	.08762320	.25885860
357	.08778606	.24848766
379	.08661300	.20572300
395	.08637140	.32317653
370	.08767013	.28109013
359	.08794566	.35450066
398	.08694220	.28673253
362	.08825566	.22132860
387	.08608960	.20572320
385	.08688913	.27589806
364	.08693793	.28457753
367	.08637240	.20529633
360	.08821333	.27346840
386	.08721993	.20570880
369	.08783566	.26262300
365	.08835580	.28215453
394	.08890646	.36050406
389	.08650353	.21709293
374	.08752733	.36297613
420	.08686606	.32103853
418	.08717246	.24252693
441	.08636546	.25683480
406	.08681113	.27738700
444	.08642886	.27098006
405	.08726280	.32282626
424	.08689746	.24522006
408	.08656073	.24290293
423	.08671806	.27267820
407	.08547540	.28398133
438	.08624900	.35248373
409	.08631746	.32370980
404	.08677953	.28020193
419	.08669680	.27355180
427	.08686926	.25338420
449	.08575806	.28143526
428	.08703440	.28419160
426	.08632566	.24473393
436	.08665246	.21399120
439	.08681846	.20483220
432	.08621886	.20386020
430	.08624966	.24450773
416	.08635186	.27679520
414	.08729026	.30331620
412	.08652566	.20927560
422	.08698993	.32076500
433	.08554620	.25118193
425	.08626606	.24445726
443	.08699433	.26318493
403	.08720106	.29172340
417	.08660633	.20654940
413	.08560233	.24731546
411	.08593760	.24321306
446	.08580520	.23971540
402	.08615333	.26061780
437	.08633306	.22233000
447	.08767700	.22362460
445	.08765306	.26412333
431	.08743386	.24482546
448	.08658813	.20926986
421	.08693726	.24754606
450	.08542933	.24515200
410	.08699833	.27368773
401	.08614226	.29275593
415	.08614553	.20566680
440	.08696946	.32677053
435	.08736273	.27166046
434	.08613166	.30213933
429	.08552500	.25338560
442	.08638666	.24611220
451	.08586486	.23357133
452	.08679426	.26115813
466	.08589093	.25083720
454	.08807580	.29230640
499	.08612073	.28924406
475	.08673486	.31904146
480	.08517906	.20525660
470	.08488373	.24239113
463	.08625486	.27221240
468	.08691946	.30024820
489	.08672653	.25760440
474	.08604080	.20559700
482	.08511913	.20559460
461	.08681546	.28077986
473	.08663660	.30759433
478	.08605413	.24356126
458	.08660433	.38370200
456	.08759733	.32540993
460	.08557313	.32260826
457	.08604733	.25640246
467	.08589973	.24978226
498	.08678933	.29574373
455	.08715533	.29341646
492	.08555660	.24606760
477	.08588660	.29027020
479	.08675500	.27852033
491	.08542853	.24802113
453	.08545180	.21813520
469	.08600980	.25040326
459	.08597646	.24559033
465	.08739860	.28407760
490	.08665260	.24496193
462	.08619926	.24301493
494	.08640140	.28216780
464	.08543440	.35092326
495	.08590113	.20594373
471	.08604846	.26429900
485	.08645760	.27810826
472	.08647006	.29936786
487	.08660906	.24278220
486	.08584580	.28270073
496	.08592913	.32081693
500	.08610506	.34004033
488	.08622173	.24293953
481	.08535386	.20792993
493	.08523513	.24496253
497	.08584753	.24886546
483	.08590180	.24492133
484	.08535440	.34153813
476	.08609280	.20451726
