MSETrain MSETest
1	.22292940	.20920353
2	.17471780	.16738653
3	.16669233	.17928440
5	.15722846	.17484906
4	.16413606	.17752360
8	.13121906	.18981793
9	.12177366	.19734420
6	.15432060	.17685153
10	.12200226	.19900440
7	.14162086	.18342513
13	.11890506	.19901400
11	.11962813	.20103893
12	.11871606	.19943840
16	.11786093	.19979733
14	.11881346	.19891773
15	.11761713	.20094573
18	.11593040	.20152786
19	.11500406	.20203226
23	.11343353	.20115200
20	.11518460	.20236546
17	.11681593	.20054760
21	.11448620	.20318373
25	.11307000	.20346000
22	.11403086	.20278406
24	.11252666	.20400813
28	.10979400	.20468273
27	.11085126	.20337873
26	.11039233	.20440340
29	.11025326	.20391386
31	.10961880	.20511886
32	.10741380	.20235133
30	.11053553	.20306893
34	.10781320	.20515480
33	.10758880	.20621953
39	.10766193	.20144966
35	.10781100	.20363960
38	.10753140	.20535886
36	.10704620	.20264073
40	.10719320	.20490926
37	.10771986	.20481320
42	.10655640	.20354286
41	.10610426	.20502800
45	.10605693	.20439220
44	.10619206	.20215686
46	.10540666	.20383720
48	.10633066	.20503740
43	.10702673	.20465593
47	.10604426	.20130993
49	.10557633	.20428993
50	.10504480	.20386786
57	.10461033	.20506153
51	.10607613	.20282486
61	.10325913	.20395366
58	.10520100	.20433973
55	.10436773	.20464453
52	.10510520	.20527200
53	.10536993	.20492960
67	.10260473	.26583873
59	.10411446	.20384786
54	.10484006	.20533080
62	.10415853	.20460720
60	.10473173	.20487700
74	.10190933	.21864780
65	.10291906	.20525046
68	.10253386	.23624366
63	.10410573	.20442246
76	.10260040	.24492853
56	.10487526	.20290380
71	.10301013	.20407373
69	.10270606	.22273293
75	.10178220	.20269746
72	.10085833	.20384033
64	.10339306	.20446473
73	.10215960	.31673280
89	.10077793	.22064453
78	.10188026	.20058320
87	.10041720	.24423693
81	.10098866	.21944106
77	.10089226	.20742206
92	.10005380	.20556773
91	.09969360	.20717206
82	.10055700	.23701046
79	.10082213	.22137880
80	.09952773	.22965200
94	.09848760	.34419673
70	.10233820	.20158326
84	.10038926	.31179120
83	.10085566	.20370000
85	.10050786	.20044926
66	.10347626	.21330933
86	.09923766	.32125793
90	.10031980	.25995186
97	.09916506	.28338040
88	.09985340	.29281526
95	.09900266	.23876326
96	.09824046	.24155773
93	.09773780	.24301126
98	.09763933	.30957913
100	.09898020	.26970393
99	.09899460	.27929586
104	.09785246	.28241580
102	.09666260	.22290553
103	.09700393	.28373066
105	.09648406	.24918453
112	.09605353	.22910446
120	.09596280	.27766133
110	.09737046	.26056073
129	.09472306	.20765106
101	.09799513	.20555320
106	.09791633	.27597313
123	.09696686	.24338866
137	.09447486	.27527220
148	.09485973	.22557993
140	.09483700	.20813246
111	.09691493	.22138593
115	.09581040	.26286340
125	.09575793	.26240473
121	.09477180	.24379406
136	.09491406	.28034646
107	.09822033	.31369893
133	.09478680	.31408900
113	.09693486	.27322673
124	.09640840	.28684980
108	.09730820	.28991486
116	.09677360	.34213406
114	.09710033	.24318400
122	.09548806	.26164960
150	.09473366	.25536013
132	.09553173	.31903440
117	.09736206	.29549026
109	.09753793	.21131020
127	.09611906	.27090933
128	.09627493	.20173546
119	.09728480	.25093706
135	.09576726	.29221673
149	.09509653	.30356520
130	.09604900	.24282340
131	.09587413	.23661460
142	.09507086	.24188813
134	.09468613	.26086180
145	.09523440	.20548500
118	.09662560	.20545893
126	.09586193	.20377793
141	.09404860	.27647246
138	.09539720	.24973646
144	.09530640	.27161333
146	.09618240	.26244826
139	.09519193	.27748193
147	.09423246	.22381693
143	.09449120	.20317026
166	.09300560	.22353093
152	.09433226	.28009573
163	.09501306	.20466413
177	.09383960	.23414533
154	.09470273	.23792640
173	.09281246	.22316826
164	.09491713	.22679433
167	.09395333	.21771673
151	.09462313	.30438053
159	.09293726	.32927493
182	.09337086	.31865846
158	.09302013	.29279073
160	.09415073	.21069053
155	.09411020	.29686440
157	.09473713	.25253813
156	.09473013	.20682040
172	.09332053	.24336160
162	.09289906	.28312400
161	.09311073	.33006920
183	.09413186	.31552920
188	.09259306	.28280853
165	.09489280	.25765673
153	.09451440	.34371046
191	.09417080	.33703606
176	.09293400	.28421540
179	.09268213	.25072480
174	.09377653	.34689900
178	.09284606	.32252140
170	.09342780	.27404046
196	.09241460	.28033000
185	.09251433	.25454093
193	.09268666	.31911646
175	.09365780	.35390040
168	.09440293	.23316060
186	.09301466	.27927973
190	.09204213	.20222820
184	.09377013	.31383440
169	.09347206	.26654580
200	.09135593	.20522786
192	.09225553	.24668580
181	.09357253	.28107780
171	.09292673	.25928740
199	.09278440	.33953206
187	.09269373	.27089893
195	.09396953	.33634573
198	.09223613	.36171520
180	.09386220	.25436906
194	.09195586	.24225160
189	.09183453	.24529620
197	.09153560	.28457866
202	.09257453	.30717053
214	.09271860	.28942066
220	.09089426	.27904413
213	.09161800	.23742966
216	.09210913	.28960620
215	.09115226	.29108873
229	.09064833	.23818013
224	.09146966	.27842406
205	.09155980	.35020640
212	.09300213	.28373580
